CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Sasha Pieterse,25,3,Percent,19.0,7.8%,0.0%-100.0%,5.466792583465576,6.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Frankie Muniz,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.868467330932617,5.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Jordan Fisher,25,3,Percent,25.0,10.2%,0.0%-100.0%,12.199145317077637,2.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Derek Fisher,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.868467330932617,5.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Nikki Bella,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.868467330932617,5.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Terrell Owens,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.868467330932617,5.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Victoria Arlen,25,3,Percent,22.0,9.0%,0.0%-100.0%,8.814587593078613,4.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Lindsey Stirling,25,3,Percent,27.0,11.1%,0.0%-100.0%,14.369298934936523,1.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Nick Lachey,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.868467330932617,5.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Drew Scott,25,3,Percent,23.0,9.4%,0.0%-100.0%,9.90391731262207,3.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Vanessa Lachey,25,3,Percent,23.0,9.4%,0.0%-100.0%,9.90391731262207,3.0,0.014772405475378036,0.0,0.0,0.0005501508712768555,0.02370375767350197,Safe
Sasha Pieterse,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.764278411865234,4.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Frankie Muniz,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.764278411865234,4.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Jordan Fisher,25,4,Percent,29.0,10.7%,0.0%-99.6%,11.3552827835083,1.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Derek Fisher,25,4,Percent,23.0,8.5%,0.0%-9.7%,8.217642784118652,5.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Eliminated (Place 11)
Nikki Bella,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.764278411865234,4.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Terrell Owens,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.764278411865234,4.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Victoria Arlen,25,4,Percent,27.0,10.0%,0.0%-99.6%,10.315266609191895,2.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Lindsey Stirling,25,4,Percent,26.0,9.6%,0.0%-99.6%,9.801355361938477,3.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Nick Lachey,25,4,Percent,22.0,8.1%,0.4%-100.0%,7.724791526794434,6.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Drew Scott,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.764278411865234,4.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Vanessa Lachey,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.764278411865234,4.0,0.0031599809532053768,7.42791235097684e-06,0.0,3.1948089599609375e-05,0.004222999792546034,Safe
Sasha Pieterse,25,5,Percent,24.0,9.2%,0.0%-10.8%,8.243095397949219,7.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Eliminated (Place 10)
Frankie Muniz,25,5,Percent,29.0,11.1%,0.0%-99.2%,12.253989219665527,2.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Jordan Fisher,25,5,Percent,30.0,11.5%,0.0%-99.2%,12.981273651123047,1.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Nikki Bella,25,5,Percent,27.0,10.3%,0.0%-99.2%,10.701944351196289,4.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Terrell Owens,25,5,Percent,25.0,9.6%,0.0%-99.2%,9.165410995483398,5.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Victoria Arlen,25,5,Percent,27.0,10.3%,0.0%-99.2%,10.701944351196289,4.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Lindsey Stirling,25,5,Percent,28.0,10.7%,0.0%-99.2%,11.480782508850098,3.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Nick Lachey,25,5,Percent,22.0,8.4%,0.8%-100.0%,6.934340953826904,8.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Drew Scott,25,5,Percent,25.0,9.6%,0.0%-99.2%,9.165410995483398,5.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Vanessa Lachey,25,5,Percent,24.0,9.2%,0.0%-99.2%,8.371813774108887,6.0,0.01196535542840138,4.784200064023025e-05,0.0,0.00044077634811401367,0.012828698381781578,Safe
Frankie Muniz,25,6,Percent,31.0,10.1%,0.0%-100.0%,9.373905181884766,5.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Jordan Fisher,25,6,Percent,39.0,12.7%,0.0%-100.0%,14.196083068847656,2.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Nikki Bella,25,6,Percent,36.0,11.8%,0.0%-100.0%,12.306489944458008,4.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Terrell Owens,25,6,Percent,37.0,12.1%,0.0%-100.0%,13.083881378173828,3.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Victoria Arlen,25,6,Percent,31.0,10.1%,0.0%-100.0%,9.373905181884766,5.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Lindsey Stirling,25,6,Percent,40.0,13.1%,0.0%-100.0%,14.806129455566406,1.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Nick Lachey,25,6,Percent,26.0,8.5%,0.0%-13.7%,5.900922775268555,7.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Eliminated (Place 9)
Drew Scott,25,6,Percent,30.0,9.8%,0.0%-100.0%,8.652206420898438,6.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Vanessa Lachey,25,6,Percent,36.0,11.8%,0.0%-100.0%,12.306489944458008,4.0,0.015575215965509414,0.0,0.0,0.0007500052452087402,0.024708684533834457,Safe
Frankie Muniz,25,7,Percent,30.0,14.0%,0.0%-98.1%,13.027085304260254,1.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Safe
Jordan Fisher,25,7,Percent,27.0,12.6%,0.0%-98.1%,12.520753860473633,3.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Safe
Nikki Bella,25,7,Percent,24.0,11.2%,0.0%-15.6%,12.015251159667969,7.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Eliminated (Place 8)
Terrell Owens,25,7,Percent,24.5,11.4%,1.2%-99.3%,12.103472709655762,6.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Safe
Victoria Arlen,25,7,Percent,28.5,13.3%,0.0%-98.1%,12.772377014160156,2.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Safe
Lindsey Stirling,25,7,Percent,25.5,11.9%,0.7%-98.8%,12.268769264221191,5.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Safe
Drew Scott,25,7,Percent,28.5,13.3%,0.0%-98.1%,12.772377014160156,2.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Safe
Vanessa Lachey,25,7,Percent,27.0,12.6%,0.0%-14.4%,12.519912719726562,4.0,0.0024203338485676794,2.828521974151954e-05,0.0,8.761882781982422e-06,0.0002479239774402231,Eliminated (Place 7)
Frankie Muniz,25,8,Percent,26.5,16.9%,0.0%-97.8%,17.505504608154297,3.0,0.04491276978515089,0.00021328653383534402,0.0,0.016866862773895264,0.0183049738407135,Safe
Jordan Fisher,25,8,Percent,30.0,19.2%,0.0%-97.8%,24.423269271850586,1.0,0.04491276978515089,0.00021328653383534402,0.0,0.016866862773895264,0.0183049738407135,Safe
Terrell Owens,25,8,Percent,25.5,16.3%,0.0%-17.0%,13.951848030090332,4.0,0.04491276978515089,0.00021328653383534402,0.0,0.016866862773895264,0.0183049738407135,Eliminated (Place 6)
Victoria Arlen,25,8,Percent,24.0,15.3%,1.0%-98.7%,13.159568786621094,5.0,0.04491276978515089,0.00021328653383534402,0.0,0.016866862773895264,0.0183049738407135,Safe
Lindsey Stirling,25,8,Percent,27.0,17.3%,0.0%-97.8%,18.48667335510254,2.0,0.04491276978515089,0.00021328653383534402,0.0,0.016866862773895264,0.0183049738407135,Safe
Drew Scott,25,8,Percent,23.5,15.0%,1.3%-99.0%,12.473135948181152,6.0,0.04491276978515089,0.00021328653383534402,0.0,0.016866862773895264,0.0183049738407135,Safe
Frankie Muniz,25,9,Percent,25.5,18.9%,1.9%-97.0%,15.959519386291504,4.0,0.26551892012357714,0.000885155750438571,0.0,0.17821550369262695,0.02748492732644081,Safe
Jordan Fisher,25,9,Percent,29.0,21.5%,0.0%-95.2%,28.351938247680664,1.0,0.26551892012357714,0.000885155750438571,0.0,0.17821550369262695,0.02748492732644081,Safe
Victoria Arlen,25,9,Percent,28.0,20.7%,0.0%-19.3%,16.02043914794922,3.0,0.26551892012357714,0.000885155750438571,0.0,0.17821550369262695,0.02748492732644081,Eliminated (Place 5)
Lindsey Stirling,25,9,Percent,28.5,21.1%,0.0%-95.2%,26.319211959838867,2.0,0.26551892012357714,0.000885155750438571,0.0,0.17821550369262695,0.02748492732644081,Safe
Drew Scott,25,9,Percent,24.0,17.8%,3.0%-98.1%,13.348904609680176,5.0,0.26551892012357714,0.000885155750438571,0.0,0.17821550369262695,0.02748492732644081,Safe
Frankie Muniz,25,10,Percent,38.8887,24.9%,0.0%-50.4%,24.807767868041992,2.0,0.00024502764399964456,3.422447600927997e-13,0.0,0.0,0.00040837936103343964,Eliminated (Place 3)
Jordan Fisher,25,10,Percent,40.0,25.6%,24.4%-100.0%,25.833269119262695,1.0,0.00024502764399964456,3.422447600927997e-13,0.0,0.0,0.00040837936103343964,Safe
Lindsey Stirling,25,10,Percent,40.0,25.6%,0.0%-50.0%,25.8333740234375,1.0,0.00024502764399964456,3.422447600927997e-13,0.0,0.0,0.00040837936103343964,Eliminated (Place 2)
Drew Scott,25,10,Percent,37.5,24.0%,0.0%-50.8%,23.52558135986328,3.0,0.00024502764399964456,3.422447600927997e-13,0.0,0.0,0.00040837936103343964,Eliminated (Place 4)
Jamie Anderson,26,1,Percent,19.0,9.0%,0.0%-12.2%,8.446247100830078,5.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Eliminated (Place 10)
Johnny Damon,26,1,Percent,18.0,8.6%,0.0%-12.6%,7.73314905166626,6.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Eliminated (Place 9)
Kareem Abdul-Jabbar,26,1,Percent,17.0,8.1%,1.0%-100.0%,7.106017112731934,7.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Arike Ogunbowale,26,1,Percent,20.0,9.5%,0.0%-99.0%,9.271953582763672,4.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Jennie Finch Daigle,26,1,Percent,21.0,10.0%,0.0%-99.0%,10.023374557495117,3.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Chris Mazdzer,26,1,Percent,21.0,10.0%,0.0%-99.0%,10.023374557495117,3.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Mirai Nagasu,26,1,Percent,23.0,11.0%,0.0%-99.0%,11.477740287780762,2.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Tonya Harding,26,1,Percent,23.0,11.0%,0.0%-99.0%,11.477740287780762,2.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Josh Norman,26,1,Percent,24.0,11.4%,0.0%-99.0%,12.220205307006836,1.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Adam Rippon,26,1,Percent,24.0,11.4%,0.0%-99.0%,12.220205307006836,1.0,0.01059207614744082,4.045864989166148e-05,0.0,0.00021570920944213867,0.01189945824444294,Safe
Kareem Abdul-Jabbar,26,2,Percent,29.5,11.0%,0.0%-15.7%,6.307174205780029,5.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Eliminated (Place 8)
Arike Ogunbowale,26,2,Percent,35.0,13.1%,0.0%-13.9%,13.130603790283203,2.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Eliminated (Place 7)
Jennie Finch Daigle,26,2,Percent,31.5,11.8%,1.3%-97.2%,10.367870330810547,4.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Safe
Chris Mazdzer,26,2,Percent,33.0,12.3%,0.7%-96.6%,12.221872329711914,3.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Safe
Mirai Nagasu,26,2,Percent,37.0,13.8%,0.0%-95.9%,17.691370010375977,1.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Safe
Tonya Harding,26,2,Percent,33.0,12.3%,0.7%-96.6%,12.221872329711914,3.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Safe
Josh Norman,26,2,Percent,31.5,11.8%,1.3%-97.2%,10.367870330810547,4.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Safe
Adam Rippon,26,2,Percent,37.0,13.8%,0.0%-95.9%,17.691370010375977,1.0,0.06293436111882329,0.0003219644131604582,0.0,0.019090116024017334,0.030145153403282166,Safe
Jennie Finch Daigle,26,3,Percent,29.0,13.7%,0.0%-28.2%,10.91999340057373,5.0,0.009058519825339317,0.0,0.0,0.00013685226440429688,0.0148694459348917,Eliminated (Place 6)
Chris Mazdzer,26,3,Percent,33.0,15.6%,0.0%-26.8%,14.624723434448242,4.0,0.009058519825339317,0.0,0.0,0.00013685226440429688,0.0148694459348917,Eliminated (Place 5)
Mirai Nagasu,26,3,Percent,35.0,16.6%,0.0%-26.1%,16.560808181762695,3.0,0.009058519825339317,0.0,0.0,0.00013685226440429688,0.0148694459348917,Eliminated (Place 4)
Tonya Harding,26,3,Percent,35.0,16.6%,0.0%-100.0%,16.560808181762695,3.0,0.009058519825339317,0.0,0.0,0.00013685226440429688,0.0148694459348917,Safe
Josh Norman,26,3,Percent,38.0,18.0%,0.0%-100.0%,19.191997528076172,2.0,0.009058519825339317,0.0,0.0,0.00013685226440429688,0.0148694459348917,Safe
Adam Rippon,26,3,Percent,41.0,19.4%,0.0%-100.0%,22.14167022705078,1.0,0.009058519825339317,0.0,0.0,0.00013685226440429688,0.0148694459348917,Safe
Tonya Harding,26,4,Percent,28.0,32.7%,0.0%-50.6%,31.769054412841797,3.0,0.0002175724133849144,0.0,0.0,0.0,0.00036262068897485733,Eliminated (Place 3)
Josh Norman,26,4,Percent,28.5,33.3%,0.0%-50.3%,33.33301544189453,2.0,0.0002175724133849144,0.0,0.0,0.0,0.00036262068897485733,Eliminated (Place 2)
Adam Rippon,26,4,Percent,29.0,33.9%,32.7%-100.0%,34.897926330566406,1.0,0.0002175724133849144,0.0,0.0,0.0,0.00036262068897485733,Safe
Juan Pablo Di Pace,27,1,Percent,22.0,8.6%,0.0%-98.6%,8.024336814880371,2.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Evanna Lynch,27,1,Percent,18.0,7.1%,0.0%-98.6%,7.467790126800537,5.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Nancy McKeon,27,1,Percent,19.5,7.6%,0.0%-98.6%,7.6761298179626465,4.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
John Schneider,27,1,Percent,18.0,7.1%,0.0%-98.6%,7.467790126800537,5.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Milo Manheim,27,1,Percent,20.0,7.8%,0.0%-98.6%,7.745822429656982,3.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Danelle Umstead,27,1,Percent,18.0,7.1%,0.0%-98.6%,7.467790126800537,5.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Mary Lou Retton,27,1,Percent,20.0,7.8%,0.0%-98.6%,7.745822429656982,3.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
DeMarcus Ware,27,1,Percent,23.0,9.0%,0.0%-98.6%,8.162830352783203,1.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Nikki Glaser,27,1,Percent,17.5,6.9%,0.0%-8.5%,7.394318103790283,6.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Eliminated (Place 13)
Bobby Bones,27,1,Percent,20.0,7.8%,0.0%-98.6%,7.745822429656982,3.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Tinashe,27,1,Percent,23.0,9.0%,0.0%-98.6%,8.162830352783203,1.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Alexis Ren,27,1,Percent,22.0,8.6%,0.0%-98.6%,8.024336814880371,2.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Joe Amabile,27,1,Percent,14.0,5.5%,1.4%-100.0%,6.9143829345703125,7.0,0.002772229112451896,2.8597523851203732e-05,0.0,7.510185241699219e-06,0.0007948616985231638,Safe
Juan Pablo Di Pace,27,2,Percent,26.0,9.6%,0.0%-99.6%,8.990116119384766,1.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Evanna Lynch,27,2,Percent,24.0,8.9%,0.0%-99.6%,8.610311508178711,3.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Nancy McKeon,27,2,Percent,20.5,7.6%,0.0%-99.6%,7.944459438323975,7.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
John Schneider,27,2,Percent,21.5,7.9%,0.0%-99.6%,8.132767677307129,6.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Milo Manheim,27,2,Percent,26.0,9.6%,0.0%-99.6%,8.990116119384766,1.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Danelle Umstead,27,2,Percent,18.5,6.8%,0.0%-9.8%,7.562266826629639,9.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Eliminated (Place 12)
Mary Lou Retton,27,2,Percent,23.0,8.5%,0.0%-99.6%,8.419397354125977,5.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
DeMarcus Ware,27,2,Percent,23.5,8.7%,0.0%-99.6%,8.518171310424805,4.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Bobby Bones,27,2,Percent,19.5,7.2%,0.0%-99.6%,7.759460926055908,8.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Tinashe,27,2,Percent,26.0,9.6%,0.0%-99.6%,8.990116119384766,1.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Alexis Ren,27,2,Percent,24.5,9.1%,0.0%-99.6%,8.705178260803223,2.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Joe Amabile,27,2,Percent,17.5,6.5%,0.4%-100.0%,7.377632141113281,10.0,0.0012525304300652351,2.793371777443099e-06,0.0,6.556510925292969e-06,0.0017041736282408237,Safe
Juan Pablo Di Pace,27,3,Percent,30.0,11.1%,0.0%-98.2%,9.518691062927246,1.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Evanna Lynch,27,3,Percent,27.0,10.0%,0.0%-98.2%,9.278884887695312,2.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Nancy McKeon,27,3,Percent,22.0,8.1%,0.0%-10.1%,8.8778715133667,6.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Eliminated (Place 11)
John Schneider,27,3,Percent,21.0,7.7%,0.4%-98.5%,8.80185604095459,7.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Milo Manheim,27,3,Percent,27.0,10.0%,0.0%-98.2%,9.278884887695312,2.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Mary Lou Retton,27,3,Percent,24.0,8.9%,0.0%-98.2%,9.040563583374023,4.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
DeMarcus Ware,27,3,Percent,26.0,9.6%,0.0%-98.2%,9.19979190826416,3.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Bobby Bones,27,3,Percent,23.0,8.5%,0.0%-98.2%,8.960582733154297,5.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Tinashe,27,3,Percent,27.0,10.0%,0.0%-98.2%,9.278884887695312,2.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Alexis Ren,27,3,Percent,26.0,9.6%,0.0%-98.2%,9.19979190826416,3.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Joe Amabile,27,3,Percent,18.0,6.6%,1.5%-99.6%,8.564197540283203,8.0,0.0029190365923568605,3.401023423066363e-05,0.0,9.357929229736328e-06,0.0003147665411233902,Safe
Juan Pablo Di Pace,27,4,Percent,24.0,10.3%,0.9%-87.5%,10.255549430847168,5.0,0.18892645016312598,0.0018624482909217477,0.0,0.02776789665222168,0.020271150395274162,Safe
Evanna Lynch,27,4,Percent,24.0,10.3%,0.9%-87.5%,10.255549430847168,5.0,0.18892645016312598,0.0018624482909217477,0.0,0.02776789665222168,0.020271150395274162,Safe
