CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Loss_Trend,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_zeta_trend,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma,Percent_Predict,Rank_predict
Sadie Robertson,19,5,Percent,36.0,13.6%,14.1%-32.9%,21.68,1.0,2.23938612030122,0.0,6.089150019761291e-07,0.1349510550498962,0.1526314318180084,0.1575654298067093,0.0898720622062683,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Antonio Sabato Jr.,19,6,Percent,28.0,9.6%,0.2%-14.8%,2.25,9.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jonathan Bennett,19,6,Percent,32.0,10.9%,0.9%-12.2%,7.12,6.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Eliminated (Place 9),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Lea Thompson,19,6,Percent,32.0,10.9%,2.1%-23.4%,13.93,3.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Janel Parrish,19,6,Percent,33.0,11.3%,1.5%-19.7%,10.85,5.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alfonso Ribeiro,19,6,Percent,39.0,13.3%,1.9%-23.0%,12.56,4.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tommy Chong,19,6,Percent,28.0,9.6%,0.8%-14.3%,6.56,7.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Michael Waltrip,19,6,Percent,30.0,10.2%,0.5%-12.7%,4.78,8.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Bethany Mota,19,6,Percent,36.0,12.3%,16.0%-41.4%,22.75,1.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sadie Robertson,19,6,Percent,35.0,11.9%,11.1%-34.0%,19.18,2.0,3.031257359947631,0.0006469903746619,4.267962140147574e-05,0.2614483833312988,0.1256762444972992,0.1792649775743484,0.0857424736022949,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Antonio Sabato Jr.,19,7,Percent,29.5,11.4%,0.4%-11.7%,4.14,7.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Eliminated (Place 8),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Lea Thompson,19,7,Percent,35.0,13.5%,8.6%-25.8%,18.47,2.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Janel Parrish,19,7,Percent,33.5,13.0%,3.1%-21.1%,13.03,4.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alfonso Ribeiro,19,7,Percent,34.0,13.2%,1.3%-17.2%,9.97,5.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tommy Chong,19,7,Percent,30.0,11.6%,1.0%-14.6%,7.81,6.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Michael Waltrip,19,7,Percent,28.0,10.8%,0.2%-9.6%,2.37,8.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Bethany Mota,19,7,Percent,37.5,14.5%,21.5%-43.2%,27.18,1.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sadie Robertson,19,7,Percent,31.0,12.0%,9.2%-27.3%,17.02,3.0,2.0661368084271454,7.911109423730522e-05,3.5899696548824522e-09,0.1290233135223388,0.1417930722236633,0.1338954865932464,0.0832664966583252,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Lea Thompson,19,8,Percent,32.0,12.9%,1.6%-22.3%,11.8,5.0,2.6469015777111053,0.0,0.0,0.1986618041992187,0.1247578412294387,0.1074060201644897,0.1392075419425964,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Janel Parrish,19,8,Percent,43.0,17.3%,6.5%-28.1%,17.41,3.0,2.6469015777111053,0.0,0.0,0.1986618041992187,0.1247578412294387,0.1074060201644897,0.1392075419425964,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alfonso Ribeiro,19,8,Percent,41.0,16.5%,1.9%-21.2%,13.22,4.0,2.6469015777111053,0.0,0.0,0.1986618041992187,0.1247578412294387,0.1074060201644897,0.1392075419425964,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tommy Chong,19,8,Percent,29.0,11.7%,0.9%-15.5%,7.25,6.0,2.6469015777111053,0.0,0.0,0.1986618041992187,0.1247578412294387,0.1074060201644897,0.1392075419425964,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Michael Waltrip,19,8,Percent,25.0,10.1%,0.2%-8.7%,1.9,7.0,2.6469015777111053,0.0,0.0,0.1986618041992187,0.1247578412294387,0.1074060201644897,0.1392075419425964,Eliminated (Place 7),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Bethany Mota,19,8,Percent,40.0,16.1%,19.3%-43.6%,26.51,1.0,2.6469015777111053,0.0,0.0,0.1986618041992187,0.1247578412294387,0.1074060201644897,0.1392075419425964,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sadie Robertson,19,8,Percent,38.0,15.3%,13.7%-34.1%,21.91,2.0,2.6469015777111053,0.0,0.0,0.1986618041992187,0.1247578412294387,0.1074060201644897,0.1392075419425964,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Lea Thompson,19,9,Percent,35.0,16.4%,1.6%-19.4%,11.74,5.0,4.1304767448455095,0.001404593582265,0.0,0.3774483799934387,0.0623318031430244,0.1154084578156471,0.1885478496551513,Eliminated (Place 6),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Janel Parrish,19,9,Percent,38.5,18.0%,2.7%-29.5%,17.56,3.0,4.1304767448455095,0.001404593582265,0.0,0.3774483799934387,0.0623318031430244,0.1154084578156471,0.1885478496551513,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alfonso Ribeiro,19,9,Percent,38.5,18.0%,1.9%-22.2%,13.58,4.0,4.1304767448455095,0.001404593582265,0.0,0.3774483799934387,0.0623318031430244,0.1154084578156471,0.1885478496551513,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tommy Chong,19,9,Percent,28.5,13.3%,0.7%-12.9%,6.4,6.0,4.1304767448455095,0.001404593582265,0.0,0.3774483799934387,0.0623318031430244,0.1154084578156471,0.1885478496551513,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Bethany Mota,19,9,Percent,37.0,17.3%,19.5%-54.6%,27.64,1.0,4.1304767448455095,0.001404593582265,0.0,0.3774483799934387,0.0623318031430244,0.1154084578156471,0.1885478496551513,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sadie Robertson,19,9,Percent,36.5,17.1%,13.2%-42.0%,23.07,2.0,4.1304767448455095,0.001404593582265,0.0,0.3774483799934387,0.0623318031430244,0.1154084578156471,0.1885478496551513,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Janel Parrish,19,10,Percent,39.0,21.4%,8.2%-29.7%,20.59,3.0,2.7065906524658203,0.0,0.0,0.2985274791717529,0.0887140482664108,0.0428303405642509,0.1236005425453186,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alfonso Ribeiro,19,10,Percent,37.5,20.5%,1.7%-21.3%,13.24,4.0,2.7065906524658203,0.0,0.0,0.2985274791717529,0.0887140482664108,0.0428303405642509,0.1236005425453186,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tommy Chong,19,10,Percent,31.0,17.0%,0.6%-14.3%,5.56,5.0,2.7065906524658203,0.0,0.0,0.2985274791717529,0.0887140482664108,0.0428303405642509,0.1236005425453186,Eliminated (Place 5),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Bethany Mota,19,10,Percent,38.0,20.8%,25.8%-51.8%,33.5,1.0,2.7065906524658203,0.0,0.0,0.2985274791717529,0.0887140482664108,0.0428303405642509,0.1236005425453186,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sadie Robertson,19,10,Percent,37.0,20.3%,17.6%-40.2%,27.12,2.0,2.7065906524658203,0.0,0.0,0.2985274791717529,0.0887140482664108,0.0428303405642509,0.1236005425453186,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Janel Parrish,19,11,Percent,38.9998,24.9%,2.6%-27.3%,18.59,4.0,8.807366708293557,0.0017761139897629,0.0,1.060926914215088,0.0096401013433933,0.1573747098445892,0.3468122482299804,Eliminated (Place 3),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alfonso Ribeiro,19,11,Percent,40.0,25.6%,15.9%-53.7%,23.66,3.0,8.807366708293557,0.0017761139897629,0.0,1.060926914215088,0.0096401013433933,0.1573747098445892,0.3468122482299804,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Bethany Mota,19,11,Percent,38.0,24.3%,4.2%-38.5%,26.54,2.0,8.807366708293557,0.0017761139897629,0.0,1.060926914215088,0.0096401013433933,0.1573747098445892,0.3468122482299804,Eliminated (Place 4),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sadie Robertson,19,11,Percent,39.333200000000005,25.2%,21.5%-42.9%,31.21,1.0,8.807366708293557,0.0017761139897629,0.0,1.060926914215088,0.0096401013433933,0.1573747098445892,0.3468122482299804,Eliminated (Place 2),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jamie Anderson,26,1,Percent,19.0,9.0%,0.4%-11.3%,4.04,8.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Eliminated (Place 10),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Johnny Damon,26,1,Percent,18.0,8.6%,0.3%-10.9%,3.23,9.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Eliminated (Place 9),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Kareem Abdul-Jabbar,26,1,Percent,17.0,8.1%,0.1%-9.8%,1.64,10.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Arike Ogunbowale,26,1,Percent,20.0,9.5%,0.8%-15.5%,6.2,7.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jennie Finch Daigle,26,1,Percent,21.0,10.0%,1.2%-17.4%,9.09,5.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Chris Mazdzer,26,1,Percent,21.0,10.0%,0.9%-16.1%,7.33,6.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Mirai Nagasu,26,1,Percent,23.0,11.0%,3.1%-25.1%,14.14,3.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tonya Harding,26,1,Percent,23.0,11.0%,16.3%-42.6%,24.28,1.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Josh Norman,26,1,Percent,24.0,11.4%,1.8%-21.9%,12.2,4.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Adam Rippon,26,1,Percent,24.0,11.4%,8.8%-29.6%,17.87,2.0,2.5503469763789326,9.68029344221577e-05,0.0,0.1507497429847717,0.1706777513027191,0.1821332722902298,0.1004967093467712,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Kareem Abdul-Jabbar,26,2,Percent,29.5,11.0%,0.3%-11.7%,2.84,8.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Eliminated (Place 8),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Arike Ogunbowale,26,2,Percent,35.0,13.1%,1.6%-17.1%,11.23,4.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Eliminated (Place 7),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jennie Finch Daigle,26,2,Percent,31.5,11.8%,0.8%-17.3%,6.47,7.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Chris Mazdzer,26,2,Percent,33.0,12.3%,1.2%-18.0%,9.23,5.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Mirai Nagasu,26,2,Percent,37.0,13.8%,7.2%-32.4%,17.42,3.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tonya Harding,26,2,Percent,33.0,12.3%,14.9%-45.7%,24.29,1.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Josh Norman,26,2,Percent,31.5,11.8%,1.0%-17.9%,7.76,6.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Adam Rippon,26,2,Percent,37.0,13.8%,11.2%-38.4%,20.77,2.0,3.381063174456358,0.0005594112444669,0.0,0.2965596914291382,0.1169273257255554,0.1600974202156067,0.1271088123321533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jennie Finch Daigle,26,3,Percent,29.0,13.7%,0.4%-13.2%,4.01,6.0,2.905370533466339,0.0,0.0,0.2817822694778442,0.111938402056694,0.0771596059203147,0.1377062797546386,Eliminated (Place 6),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Chris Mazdzer,26,3,Percent,33.0,15.6%,1.0%-16.9%,8.11,5.0,2.905370533466339,0.0,0.0,0.2817822694778442,0.111938402056694,0.0771596059203147,0.1377062797546386,Eliminated (Place 5),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Mirai Nagasu,26,3,Percent,35.0,16.6%,2.0%-24.4%,14.36,4.0,2.905370533466339,0.0,0.0,0.2817822694778442,0.111938402056694,0.0771596059203147,0.1377062797546386,Eliminated (Place 4),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tonya Harding,26,3,Percent,35.0,16.6%,21.5%-50.1%,30.43,1.0,2.905370533466339,0.0,0.0,0.2817822694778442,0.111938402056694,0.0771596059203147,0.1377062797546386,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Josh Norman,26,3,Percent,38.0,18.0%,3.4%-25.5%,17.32,3.0,2.905370533466339,0.0,0.0,0.2817822694778442,0.111938402056694,0.0771596059203147,0.1377062797546386,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Adam Rippon,26,3,Percent,41.0,19.4%,17.3%-42.5%,25.77,2.0,2.905370533466339,0.0,0.0,0.2817822694778442,0.111938402056694,0.0771596059203147,0.1377062797546386,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tonya Harding,26,4,Percent,28.0,32.7%,18.6%-51.0%,37.56,2.0,6.536318063735962,0.0,0.0,0.7202341556549072,0.0437923371791839,0.0191338509321212,0.3958610296249389,Eliminated (Place 3),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Josh Norman,26,4,Percent,28.5,33.3%,2.0%-29.2%,16.26,3.0,6.536318063735962,0.0,0.0,0.7202341556549072,0.0437923371791839,0.0191338509321212,0.3958610296249389,Eliminated (Place 2),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Adam Rippon,26,4,Percent,29.0,33.9%,32.5%-91.4%,46.18,1.0,6.536318063735962,0.0,0.0,0.7202341556549072,0.0437923371791839,0.0191338509321212,0.3958610296249389,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Juan Pablo Di Pace,27,1,Percent,22.0,8.6%,1.1%-18.1%,7.82,7.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Evanna Lynch,27,1,Percent,18.0,7.1%,0.5%-13.9%,4.3,10.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Nancy McKeon,27,1,Percent,19.5,7.6%,0.6%-12.4%,4.5,9.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
John Schneider,27,1,Percent,18.0,7.1%,1.7%-23.1%,10.79,5.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Milo Manheim,27,1,Percent,20.0,7.8%,1.3%-19.1%,8.7,6.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Danelle Umstead,27,1,Percent,18.0,7.1%,0.3%-11.2%,2.68,11.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Mary Lou Retton,27,1,Percent,20.0,7.8%,0.7%-13.8%,5.3,8.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
DeMarcus Ware,27,1,Percent,23.0,9.0%,1.7%-22.5%,11.13,4.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Nikki Glaser,27,1,Percent,17.5,6.9%,0.2%-8.8%,1.74,12.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Eliminated (Place 13),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Bobby Bones,27,1,Percent,20.0,7.8%,3.4%-25.4%,13.74,2.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Tinashe,27,1,Percent,23.0,9.0%,7.6%-31.9%,16.43,1.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alexis Ren,27,1,Percent,22.0,8.6%,2.0%-24.4%,12.46,3.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Joe Amabile,27,1,Percent,14.0,5.5%,0.0%-7.9%,0.43,13.0,3.39985788683407,6.003370799589902e-05,0.0,0.2364569902420044,0.1794135421514511,0.2533891201019287,0.1186830401420593,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
