CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
James Hinchcliffe,23,11,Percent,38.9998,25.6%,0.0%-50.1%,25.493011474609375,2.0,0.0001650385558605194,0.0,0.0,0.0,0.00027506425976753235,Eliminated (Place 2)
Jana Kramer,23,11,Percent,35.5,23.3%,0.0%-51.3%,23.693443298339844,4.0,0.0001650385558605194,0.0,0.0,0.0,0.00027506425976753235,Eliminated (Place 4)
Charo,24,1,Percent,21.0,7.0%,0.0%-100.0%,7.691481590270996,7.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Mr. T,24,1,Percent,20.0,6.6%,0.0%-100.0%,7.537782192230225,8.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Heather Morris,24,1,Percent,28.0,9.3%,0.0%-100.0%,8.769503593444824,3.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Nancy Kerrigan,24,1,Percent,28.0,9.3%,0.0%-100.0%,8.769503593444824,3.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Bonner Bolton,24,1,Percent,22.0,7.3%,0.0%-100.0%,7.847682952880859,6.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Simone Biles,24,1,Percent,32.0,10.6%,0.0%-100.0%,9.389007568359375,1.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
David Ross,24,1,Percent,28.0,9.3%,0.0%-100.0%,8.769503593444824,3.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Rashad Jennings,24,1,Percent,31.0,10.3%,0.0%-100.0%,9.23087215423584,2.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Chris Kattan,24,1,Percent,17.0,5.6%,0.0%-100.0%,7.076886177062988,9.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Erika Jayne,24,1,Percent,24.0,7.9%,0.0%-100.0%,8.15684986114502,5.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Normani,24,1,Percent,27.0,8.9%,0.0%-100.0%,8.604082107543945,4.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Nick Viall,24,1,Percent,24.0,7.9%,0.0%-100.0%,8.15684986114502,5.0,0.00158020481467247,0.0,0.0,1.5437602996826172e-05,0.00260794535279274,Safe
Charo,24,2,Percent,25.0,7.6%,0.0%-100.0%,7.036892890930176,6.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Mr. T,24,2,Percent,22.0,6.7%,0.0%-100.0%,5.374107360839844,7.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Heather Morris,24,2,Percent,30.0,9.1%,0.0%-100.0%,9.858342170715332,2.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Nancy Kerrigan,24,2,Percent,28.0,8.5%,0.0%-100.0%,8.675248146057129,4.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Bonner Bolton,24,2,Percent,28.0,8.5%,0.0%-100.0%,8.675248146057129,4.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Simone Biles,24,2,Percent,29.0,8.8%,0.0%-100.0%,9.286964416503906,3.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
David Ross,24,2,Percent,27.0,8.2%,0.0%-100.0%,8.152363777160645,5.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Rashad Jennings,24,2,Percent,32.0,9.8%,0.0%-100.0%,10.927276611328125,1.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Chris Kattan,24,2,Percent,22.0,6.7%,0.0%-10.0%,5.374107360839844,7.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Eliminated (Place 12)
Erika Jayne,24,2,Percent,28.0,8.5%,0.0%-100.0%,8.675248146057129,4.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Normani,24,2,Percent,32.0,9.8%,0.0%-100.0%,10.927310943603516,1.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Nick Viall,24,2,Percent,25.0,7.6%,0.0%-100.0%,7.036892890930176,6.0,0.011282406747341156,0.0,0.0,6.717443466186523e-05,0.018692053854465485,Safe
Charo,24,3,Percent,24.0,7.6%,0.0%-10.6%,8.47396183013916,7.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Eliminated (Place 11)
Mr. T,24,3,Percent,24.0,7.6%,0.0%-100.0%,8.47396183013916,7.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Heather Morris,24,3,Percent,33.0,10.5%,0.0%-100.0%,9.870959281921387,1.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Nancy Kerrigan,24,3,Percent,33.0,10.5%,0.0%-100.0%,9.870959281921387,1.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Bonner Bolton,24,3,Percent,24.0,7.6%,0.0%-100.0%,8.47396183013916,7.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Simone Biles,24,3,Percent,32.0,10.2%,0.0%-100.0%,9.432794570922852,3.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
David Ross,24,3,Percent,31.0,9.8%,0.0%-100.0%,9.200881004333496,4.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Rashad Jennings,24,3,Percent,28.0,8.9%,0.0%-100.0%,8.953369140625,5.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Erika Jayne,24,3,Percent,26.0,8.3%,0.0%-100.0%,8.73445987701416,6.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Normani,24,3,Percent,34.0,10.8%,0.0%-100.0%,9.780232429504395,2.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Nick Viall,24,3,Percent,26.0,8.3%,0.0%-100.0%,8.73445987701416,6.0,0.02137843081727624,0.0,0.0,0.020561695098876953,0.0013612261973321438,Safe
Mr. T,24,4,Percent,28.0,8.6%,0.0%-11.4%,8.661772727966309,8.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Eliminated (Place 10)
Heather Morris,24,4,Percent,35.0,10.7%,0.0%-100.0%,10.70186996459961,3.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Nancy Kerrigan,24,4,Percent,33.0,10.1%,0.0%-100.0%,10.11609172821045,4.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Bonner Bolton,24,4,Percent,32.0,9.8%,0.0%-100.0%,9.816688537597656,5.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Simone Biles,24,4,Percent,36.0,11.0%,0.0%-100.0%,10.984807014465332,2.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
David Ross,24,4,Percent,31.0,9.5%,0.0%-100.0%,9.541464805603027,6.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Rashad Jennings,24,4,Percent,39.0,12.0%,0.0%-100.0%,11.855359077453613,1.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Erika Jayne,24,4,Percent,30.0,9.2%,0.0%-100.0%,9.2526273727417,7.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Normani,24,4,Percent,32.0,9.8%,0.0%-100.0%,9.816688537597656,5.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Nick Viall,24,4,Percent,30.0,9.2%,0.0%-100.0%,9.2526273727417,7.0,0.0018149724230170248,0.0,0.0,2.1159648895263672e-05,0.002989687956869602,Safe
Heather Morris,24,5,Percent,34.0,11.2%,0.0%-98.4%,11.385645866394043,4.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
Nancy Kerrigan,24,5,Percent,36.0,11.8%,0.0%-98.4%,13.235628128051758,3.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
Bonner Bolton,24,5,Percent,30.0,9.9%,0.7%-99.0%,7.725063800811768,7.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
Simone Biles,24,5,Percent,38.0,12.5%,0.0%-98.4%,15.082433700561523,2.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
David Ross,24,5,Percent,29.0,9.5%,1.0%-99.3%,6.995578765869141,8.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
Rashad Jennings,24,5,Percent,32.0,10.5%,0.0%-98.4%,9.460741996765137,5.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
Erika Jayne,24,5,Percent,32.0,10.5%,0.0%-11.7%,8.739155769348145,6.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Eliminated (Place 9)
Normani,24,5,Percent,39.0,12.8%,0.0%-98.4%,15.990103721618652,1.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
Nick Viall,24,5,Percent,34.0,11.2%,0.0%-98.4%,11.385645866394043,4.0,0.030278014112263916,0.00012813406647183,0.0,0.004046142101287842,0.026635244488716125,Safe
Heather Morris,24,6,Percent,37.0,13.8%,0.0%-11.2%,14.48934555053711,3.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Eliminated (Place 8)
Nancy Kerrigan,24,6,Percent,33.5,12.5%,1.3%-91.3%,12.86154556274414,5.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Safe
Bonner Bolton,24,6,Percent,31.5,11.7%,2.0%-92.0%,9.131572723388672,6.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Safe
Simone Biles,24,6,Percent,34.5,12.8%,0.9%-90.9%,14.079153060913086,4.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Safe
David Ross,24,6,Percent,31.0,11.5%,2.2%-92.2%,7.010828495025635,8.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Safe
Rashad Jennings,24,6,Percent,35.0,13.0%,0.7%-90.7%,15.490696907043457,2.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Safe
Normani,24,6,Percent,36.0,13.4%,0.4%-90.3%,18.245420455932617,1.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Safe
Nick Viall,24,6,Percent,30.5,11.3%,2.4%-92.4%,8.691441535949707,7.0,0.3711225833743811,0.0032415278255939484,0.0,0.09309828281402588,0.03117012418806553,Safe
Nancy Kerrigan,24,7,Percent,36.0,14.2%,0.0%-16.9%,10.434343338012695,3.0,0.10512851504608989,0.00028112586005590856,0.0,0.04885357618331909,0.056308116763830185,Eliminated (Place 7)
Bonner Bolton,24,7,Percent,31.0,12.3%,2.0%-98.4%,8.462931632995605,6.0,0.10512851504608989,0.00028112586005590856,0.0,0.04885357618331909,0.056308116763830185,Safe
Simone Biles,24,7,Percent,39.0,15.4%,0.0%-96.4%,19.292232513427734,2.0,0.10512851504608989,0.00028112586005590856,0.0,0.04885357618331909,0.056308116763830185,Safe
David Ross,24,7,Percent,32.0,12.6%,1.6%-98.0%,9.199645042419434,5.0,0.10512851504608989,0.00028112586005590856,0.0,0.04885357618331909,0.056308116763830185,Safe
Rashad Jennings,24,7,Percent,39.0,15.4%,0.0%-96.4%,19.292232513427734,2.0,0.10512851504608989,0.00028112586005590856,0.0,0.04885357618331909,0.056308116763830185,Safe
Normani,24,7,Percent,42.0,16.6%,0.0%-96.4%,24.06847381591797,1.0,0.10512851504608989,0.00028112586005590856,0.0,0.04885357618331909,0.056308116763830185,Safe
Nick Viall,24,7,Percent,34.0,13.4%,0.0%-17.5%,9.250144958496094,4.0,0.10512851504608989,0.00028112586005590856,0.0,0.04885357618331909,0.056308116763830185,Eliminated (Place 6)
Bonner Bolton,24,8,Percent,29.0,16.6%,0.0%-23.4%,18.418699264526367,5.0,0.00046561490744352336,0.0,0.0,1.5497207641601562e-06,0.0007734419777989388,Eliminated (Place 5)
Simone Biles,24,8,Percent,36.0,20.6%,0.0%-100.0%,20.297882080078125,3.0,0.00046561490744352336,0.0,0.0,1.5497207641601562e-06,0.0007734419777989388,Safe
David Ross,24,8,Percent,32.5,18.6%,0.0%-100.0%,19.35453224182129,4.0,0.00046561490744352336,0.0,0.0,1.5497207641601562e-06,0.0007734419777989388,Safe
Rashad Jennings,24,8,Percent,37.5,21.5%,0.0%-100.0%,20.695478439331055,2.0,0.00046561490744352336,0.0,0.0,1.5497207641601562e-06,0.0007734419777989388,Safe
Normani,24,8,Percent,39.5,22.6%,0.0%-100.0%,21.23340606689453,1.0,0.00046561490744352336,0.0,0.0,1.5497207641601562e-06,0.0007734419777989388,Safe
Simone Biles,24,9,Percent,40.0,26.4%,0.0%-23.6%,25.873924255371094,1.0,0.13472424144856632,0.0011132067302241921,0.0,0.04557168483734131,0.00016003032214939594,Eliminated (Place 4)
David Ross,24,9,Percent,35.0,23.1%,3.3%-97.7%,24.21864128112793,4.0,0.13472424144856632,0.0011132067302241921,0.0,0.04557168483734131,0.00016003032214939594,Safe
Rashad Jennings,24,9,Percent,38.5,25.4%,1.0%-95.4%,25.123504638671875,2.0,0.13472424144856632,0.0011132067302241921,0.0,0.04557168483734131,0.00016003032214939594,Safe
Normani,24,9,Percent,38.0,25.1%,1.3%-95.7%,24.7839298248291,3.0,0.13472424144856632,0.0011132067302241921,0.0,0.04557168483734131,0.00016003032214939594,Safe
David Ross,24,10,Percent,36.3333,31.5%,0.0%-51.4%,30.959060668945312,3.0,0.0003889113664627075,0.0,0.0,0.0,0.0006481856107711792,Eliminated (Place 2)
Rashad Jennings,24,10,Percent,39.6666,34.4%,32.3%-100.0%,34.70772933959961,1.0,0.0003889113664627075,0.0,0.0,0.0,0.0006481856107711792,Safe
Normani,24,10,Percent,39.333200000000005,34.1%,0.0%-50.1%,34.333213806152344,2.0,0.0003889113664627075,0.0,0.0,0.0,0.0006481856107711792,Eliminated (Place 3)
Sasha Pieterse,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.545342445373535,6.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Frankie Muniz,25,1,Percent,19.0,7.9%,0.0%-100.0%,7.918047904968262,5.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Jordan Fisher,25,1,Percent,22.0,9.2%,0.0%-100.0%,9.046241760253906,2.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Derek Fisher,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.545342445373535,6.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Nikki Bella,25,1,Percent,20.0,8.4%,0.0%-100.0%,8.311290740966797,4.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Terrell Owens,25,1,Percent,15.0,6.3%,0.0%-100.0%,6.417316913604736,10.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Victoria Arlen,25,1,Percent,19.0,7.9%,0.0%-100.0%,7.918047904968262,5.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Barbara Corcoran,25,1,Percent,14.0,5.9%,0.0%-100.0%,6.045063495635986,11.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Lindsey Stirling,25,1,Percent,22.0,9.2%,0.0%-100.0%,9.055384635925293,1.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Debbie Gibson,25,1,Percent,17.0,7.1%,0.0%-100.0%,7.184342384338379,8.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Nick Lachey,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.545193195343018,7.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Drew Scott,25,1,Percent,16.0,6.7%,0.0%-100.0%,6.796389102935791,9.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Vanessa Lachey,25,1,Percent,21.0,8.8%,0.0%-100.0%,8.672001838684082,3.0,0.0033603426069021224,0.0,0.0,2.0503997802734375e-05,0.0055663976818323135,Safe
Sasha Pieterse,25,2,Percent,22.5,8.2%,0.0%-98.2%,9.028252601623535,3.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Frankie Muniz,25,2,Percent,24.0,8.8%,0.0%-98.2%,10.413769721984863,1.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Jordan Fisher,25,2,Percent,24.0,8.8%,0.0%-98.2%,10.413769721984863,1.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Derek Fisher,25,2,Percent,19.0,6.9%,0.5%-98.7%,5.882973670959473,8.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Nikki Bella,25,2,Percent,19.5,7.1%,0.4%-98.5%,6.357308387756348,7.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Terrell Owens,25,2,Percent,19.5,7.1%,0.4%-98.5%,6.357308387756348,7.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Victoria Arlen,25,2,Percent,22.0,8.0%,0.0%-98.2%,8.575740814208984,4.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Barbara Corcoran,25,2,Percent,17.0,6.2%,0.0%-9.8%,3.8786425590515137,9.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Eliminated (Place 13)
Lindsey Stirling,25,2,Percent,22.5,8.2%,0.0%-98.2%,9.028252601623535,3.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Debbie Gibson,25,2,Percent,20.5,7.5%,0.0%-8.7%,7.017195224761963,6.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Eliminated (Place 12)
Nick Lachey,25,2,Percent,19.0,6.9%,0.5%-98.7%,5.882973670959473,8.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Drew Scott,25,2,Percent,20.5,7.5%,0.0%-98.2%,7.229912281036377,5.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Vanessa Lachey,25,2,Percent,23.5,8.6%,0.0%-98.2%,9.93389892578125,2.0,0.019656975055113435,3.530057438183576e-05,0.0,0.0006571412086486816,0.026959646493196487,Safe
Sasha Pieterse,25,3,Percent,19.0,7.8%,0.0%-100.0%,5.520683288574219,6.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Frankie Muniz,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.8383355140686035,5.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Jordan Fisher,25,3,Percent,25.0,10.2%,0.0%-100.0%,12.127967834472656,2.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Derek Fisher,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.8383355140686035,5.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Nikki Bella,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.8383355140686035,5.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Terrell Owens,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.8383355140686035,5.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Victoria Arlen,25,3,Percent,22.0,9.0%,0.0%-100.0%,8.919499397277832,4.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Lindsey Stirling,25,3,Percent,27.0,11.1%,0.0%-100.0%,14.046278953552246,1.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Nick Lachey,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.8383355140686035,5.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Drew Scott,25,3,Percent,23.0,9.4%,0.0%-100.0%,10.09695053100586,3.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Vanessa Lachey,25,3,Percent,23.0,9.4%,0.0%-100.0%,10.09695053100586,3.0,0.014555495604872704,0.0,0.0,0.0009058713912963867,0.02274937368929386,Safe
Sasha Pieterse,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.4366455078125,5.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Frankie Muniz,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.4366455078125,5.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Jordan Fisher,25,4,Percent,29.0,10.7%,0.0%-99.6%,11.804010391235352,1.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Derek Fisher,25,4,Percent,23.0,8.5%,0.0%-9.7%,8.451332092285156,4.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Eliminated (Place 11)
Nikki Bella,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.4366455078125,5.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Terrell Owens,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.4366455078125,5.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Victoria Arlen,25,4,Percent,27.0,10.0%,0.0%-99.6%,10.803778648376465,2.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Lindsey Stirling,25,4,Percent,26.0,9.6%,0.0%-99.6%,10.40662670135498,3.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Nick Lachey,25,4,Percent,22.0,8.1%,0.4%-100.0%,7.9143829345703125,6.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Drew Scott,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.4366455078125,5.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Vanessa Lachey,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.4366455078125,5.0,0.036588766385102646,8.207514838431962e-06,0.0,0.03202211856842041,0.006516744382679462,Safe
Sasha Pieterse,25,5,Percent,24.0,9.2%,0.0%-10.8%,6.974888801574707,7.0,0.02979719880968332,6.591883720830083e-05,0.0,0.003002464771270752,0.03586871176958084,Eliminated (Place 10)
Frankie Muniz,25,5,Percent,29.0,11.1%,0.0%-99.2%,13.761268615722656,2.0,0.02979719880968332,6.591883720830083e-05,0.0,0.003002464771270752,0.03586871176958084,Safe
Jordan Fisher,25,5,Percent,30.0,11.5%,0.0%-99.2%,15.090428352355957,1.0,0.02979719880968332,6.591883720830083e-05,0.0,0.003002464771270752,0.03586871176958084,Safe
Nikki Bella,25,5,Percent,27.0,10.3%,0.0%-99.2%,11.229512214660645,4.0,0.02979719880968332,6.591883720830083e-05,0.0,0.003002464771270752,0.03586871176958084,Safe
Terrell Owens,25,5,Percent,25.0,9.6%,0.0%-99.2%,8.51981258392334,5.0,0.02979719880968332,6.591883720830083e-05,0.0,0.003002464771270752,0.03586871176958084,Safe
Victoria Arlen,25,5,Percent,27.0,10.3%,0.0%-99.2%,11.229512214660645,4.0,0.02979719880968332,6.591883720830083e-05,0.0,0.003002464771270752,0.03586871176958084,Safe
