CelebrityName,Season,Week,RuleType,Possible_Audience_Vote_Range,Uncertainty_Range_Min,Uncertainty_Range_Max,Uncertainty_Range_Width,Uncertainty_Index
Lindsey Stirling,25,10,Percent,32.6%-32.6%,32.6,32.6,0,0
Drew Scott,25,10,Percent,11.7%-11.7%,11.7,11.7,0,0
Charo,24,1,Percent,3.6%-3.7%,3.6,3.7,0.1,0.001
Mr. T,24,1,Percent,2.3%-2.4%,2.3,2.4,0.1,0.001
Heather Morris,24,1,Percent,8.0%-8.1%,8,8.1,0.1,0.001
Nancy Kerrigan,24,1,Percent,11.7%-11.8%,11.7,11.8,0.1,0.001
Bonner Bolton,24,1,Percent,6.7%-6.8%,6.7,6.8,0.1,0.001
Simone Biles,24,1,Percent,16.0%-16.1%,16,16.1,0.1,0.001
David Ross,24,1,Percent,12.9%-13.2%,12.9,13.2,0.3,0.003
Rashad Jennings,24,1,Percent,11.1%-11.2%,11.1,11.2,0.1,0.001
Chris Kattan,24,1,Percent,0.1%-0.1%,0.1,0.1,0,0
Erika Jayne,24,1,Percent,9.2%-9.2%,9.2,9.2,0,0
Normani,24,1,Percent,10.3%-10.5%,10.3,10.5,0.2,0.002
Nick Viall,24,1,Percent,7.3%-7.4%,7.3,7.4,0.1,0.001
Charo,24,2,Percent,3.7%-4.0%,3.7,4,0.3,0.003
Mr. T,24,2,Percent,1.4%-1.6%,1.4,1.6,0.2,0.002
Heather Morris,24,2,Percent,7.6%-7.9%,7.6,7.9,0.3,0.003
Nancy Kerrigan,24,2,Percent,9.7%-9.9%,9.7,9.9,0.2,0.002
Bonner Bolton,24,2,Percent,8.7%-9.1%,8.7,9.1,0.4,0.004
Simone Biles,24,2,Percent,14.2%-14.7%,14.2,14.7,0.5,0.005
David Ross,24,2,Percent,11.5%-11.9%,11.5,11.9,0.4,0.004
Rashad Jennings,24,2,Percent,11.3%-11.7%,11.3,11.7,0.4,0.004
Chris Kattan,24,2,Percent,0.2%-0.2%,0.2,0.2,0,0
Erika Jayne,24,2,Percent,10.2%-10.4%,10.2,10.4,0.2,0.002
Normani,24,2,Percent,13.2%-13.5%,13.2,13.5,0.3,0.003
Nick Viall,24,2,Percent,6.2%-6.6%,6.2,6.6,0.4,0.004
Charo,24,3,Percent,1.5%-1.5%,1.5,1.5,0,0
Mr. T,24,3,Percent,0.4%-0.5%,0.4,0.5,0.1,0.001
Heather Morris,24,3,Percent,8.9%-9.0%,8.9,9,0.1,0.001
Nancy Kerrigan,24,3,Percent,13.0%-13.1%,13,13.1,0.1,0.001
Bonner Bolton,24,3,Percent,5.5%-5.6%,5.5,5.6,0.1,0.001
Simone Biles,24,3,Percent,17.7%-17.8%,17.7,17.8,0.1,0.001
David Ross,24,3,Percent,15.0%-15.1%,15,15.1,0.1,0.001
Rashad Jennings,24,3,Percent,7.7%-7.8%,7.7,7.8,0.1,0.001
Erika Jayne,24,3,Percent,9.6%-9.7%,9.6,9.7,0.1,0.001
Normani,24,3,Percent,14.0%-14.2%,14,14.2,0.2,0.002
Nick Viall,24,3,Percent,6.3%-6.4%,6.3,6.4,0.1,0.001
Mr. T,24,4,Percent,0.3%-0.3%,0.3,0.3,0,0
Heather Morris,24,4,Percent,7.0%-7.3%,7,7.3,0.3,0.003
Nancy Kerrigan,24,4,Percent,11.6%-12.0%,11.6,12,0.4,0.004
Bonner Bolton,24,4,Percent,9.3%-9.6%,9.3,9.6,0.3,0.003
Simone Biles,24,4,Percent,18.7%-19.4%,18.7,19.4,0.7,0.007
David Ross,24,4,Percent,12.7%-13.4%,12.7,13.4,0.7,0.007
Rashad Jennings,24,4,Percent,14.6%-15.1%,14.6,15.1,0.5,0.005
Erika Jayne,24,4,Percent,8.3%-8.6%,8.3,8.6,0.3,0.003
Normani,24,4,Percent,10.4%-10.8%,10.4,10.8,0.4,0.004
Nick Viall,24,4,Percent,5.3%-5.8%,5.3,5.8,0.5,0.005
Heather Morris,24,5,Percent,5.2%-5.2%,5.2,5.2,0,0
Nancy Kerrigan,24,5,Percent,14.6%-14.6%,14.6,14.6,0,0
Bonner Bolton,24,5,Percent,4.0%-4.0%,4,4,0,0
Simone Biles,24,5,Percent,25.4%-25.4%,25.4,25.4,0,0
David Ross,24,5,Percent,11.6%-11.6%,11.6,11.6,0,0
Rashad Jennings,24,5,Percent,4.9%-4.9%,4.9,4.9,0,0
Erika Jayne,24,5,Percent,8.5%-8.5%,8.5,8.5,0,0
Normani,24,5,Percent,18.0%-18.1%,18,18.1,0.1,0.001
Nick Viall,24,5,Percent,7.7%-7.7%,7.7,7.7,0,0
Heather Morris,24,6,Percent,7.0%-7.0%,7,7,0,0
Nancy Kerrigan,24,6,Percent,13.0%-13.1%,13,13.1,0.1,0.001
Bonner Bolton,24,6,Percent,5.9%-5.9%,5.9,5.9,0,0
Simone Biles,24,6,Percent,26.5%-26.6%,26.5,26.6,0.1,0.001
David Ross,24,6,Percent,15.0%-15.0%,15,15,0,0
Rashad Jennings,24,6,Percent,10.4%-10.5%,10.4,10.5,0.1,0.001
Normani,24,6,Percent,19.1%-19.2%,19.1,19.2,0.1,0.001
Nick Viall,24,6,Percent,2.8%-2.9%,2.8,2.9,0.1,0.001
Nancy Kerrigan,24,7,Percent,12.6%-12.6%,12.6,12.6,0,0
Bonner Bolton,24,7,Percent,5.5%-5.5%,5.5,5.5,0,0
Simone Biles,24,7,Percent,28.2%-28.2%,28.2,28.2,0,0
David Ross,24,7,Percent,15.8%-15.9%,15.8,15.9,0.1,0.001
Rashad Jennings,24,7,Percent,10.7%-10.7%,10.7,10.7,0,0
Normani,24,7,Percent,20.6%-20.6%,20.6,20.6,0,0
Nick Viall,24,7,Percent,6.6%-6.6%,6.6,6.6,0,0
Bonner Bolton,24,8,Percent,5.4%-5.5%,5.4,5.5,0.1,0.001
Simone Biles,24,8,Percent,34.3%-34.4%,34.3,34.4,0.1,0.001
David Ross,24,8,Percent,20.6%-20.7%,20.6,20.7,0.1,0.001
Rashad Jennings,24,8,Percent,13.9%-13.9%,13.9,13.9,0,0
Normani,24,8,Percent,25.6%-25.6%,25.6,25.6,0,0
Simone Biles,24,9,Percent,28.1%-28.1%,28.1,28.1,0,0
David Ross,24,9,Percent,24.0%-24.0%,24,24,0,0
Rashad Jennings,24,9,Percent,23.0%-23.0%,23,23,0,0
Normani,24,9,Percent,24.9%-24.9%,24.9,24.9,0,0
David Ross,24,10,Percent,30.0%-30.0%,30,30,0,0
Rashad Jennings,24,10,Percent,31.7%-31.7%,31.7,31.7,0,0
Normani,24,10,Percent,38.2%-38.2%,38.2,38.2,0,0
Jake T. Austin,23,1,Percent,0.9%-1.0%,0.9,1,0.1,0.001
Maureen McCormick,23,1,Percent,2.9%-3.0%,2.9,3,0.1,0.001
Marilu Henner,23,1,Percent,6.7%-6.8%,6.7,6.8,0.1,0.001
Ryan Lochte,23,1,Percent,10.6%-10.7%,10.6,10.7,0.1,0.001
Calvin Johnson Jr.,23,1,Percent,3.9%-4.0%,3.9,4,0.1,0.001
Laurie Hernandez,23,1,Percent,12.6%-12.7%,12.6,12.7,0.1,0.001
Amber Rose,23,1,Percent,17.5%-17.8%,17.5,17.8,0.3,0.003
Rick Perry,23,1,Percent,0.3%-0.3%,0.3,0.3,0,0
James Hinchcliffe,23,1,Percent,9.9%-10.0%,9.9,10,0.1,0.001
Babyface,23,1,Percent,7.8%-8.0%,7.8,8,0.2,0.002
Vanilla Ice,23,1,Percent,8.8%-8.9%,8.8,8.9,0.1,0.001
Jana Kramer,23,1,Percent,11.9%-12.0%,11.9,12,0.1,0.001
Terra Jole,23,1,Percent,5.3%-5.5%,5.3,5.5,0.2,0.002
Jake T. Austin,23,2,Percent,1.1%-1.2%,1.1,1.2,0.1,0.001
Maureen McCormick,23,2,Percent,4.7%-4.7%,4.7,4.7,0,0
Marilu Henner,23,2,Percent,3.9%-3.9%,3.9,3.9,0,0
Ryan Lochte,23,2,Percent,7.7%-7.8%,7.7,7.8,0.1,0.001
Calvin Johnson Jr.,23,2,Percent,2.7%-2.8%,2.7,2.8,0.1,0.001
Laurie Hernandez,23,2,Percent,6.4%-6.4%,6.4,6.4,0,0
Amber Rose,23,2,Percent,12.5%-12.7%,12.5,12.7,0.2,0.002
Rick Perry,23,2,Percent,1.7%-1.8%,1.7,1.8,0.1,0.001
James Hinchcliffe,23,2,Percent,4.3%-4.4%,4.3,4.4,0.1,0.001
Babyface,23,2,Percent,17.2%-17.6%,17.2,17.6,0.4,0.004
Vanilla Ice,23,2,Percent,6.7%-6.8%,6.7,6.8,0.1,0.001
Jana Kramer,23,2,Percent,8.5%-8.6%,8.5,8.6,0.1,0.001
Terra Jole,23,2,Percent,21.5%-22.1%,21.5,22.1,0.6,0.006
Maureen McCormick,23,3,Percent,6.2%-6.2%,6.2,6.2,0,0
Marilu Henner,23,3,Percent,5.6%-5.6%,5.6,5.6,0,0
Ryan Lochte,23,3,Percent,9.1%-9.2%,9.1,9.2,0.1,0.001
Calvin Johnson Jr.,23,3,Percent,4.6%-4.7%,4.6,4.7,0.1,0.001
Laurie Hernandez,23,3,Percent,6.9%-6.9%,6.9,6.9,0,0
Amber Rose,23,3,Percent,13.2%-13.3%,13.2,13.3,0.1,0.001
Rick Perry,23,3,Percent,3.6%-3.7%,3.6,3.7,0.1,0.001
James Hinchcliffe,23,3,Percent,5.1%-5.2%,5.1,5.2,0.1,0.001
Babyface,23,3,Percent,0.4%-0.5%,0.4,0.5,0.1,0.001
Vanilla Ice,23,3,Percent,7.3%-7.3%,7.3,7.3,0,0
Jana Kramer,23,3,Percent,8.3%-8.4%,8.3,8.4,0.1,0.001
Terra Jole,23,3,Percent,28.6%-29.9%,28.6,29.9,1.3,0.013
Maureen McCormick,23,4,Percent,8.0%-8.1%,8,8.1,0.1,0.001
Marilu Henner,23,4,Percent,6.6%-6.7%,6.6,6.7,0.1,0.001
Ryan Lochte,23,4,Percent,11.2%-11.4%,11.2,11.4,0.2,0.002
Calvin Johnson Jr.,23,4,Percent,5.8%-5.9%,5.8,5.9,0.1,0.001
Laurie Hernandez,23,4,Percent,10.6%-10.7%,10.6,10.7,0.1,0.001
Amber Rose,23,4,Percent,15.7%-16.0%,15.7,16,0.3,0.003
James Hinchcliffe,23,4,Percent,8.6%-8.6%,8.6,8.6,0,0
Babyface,23,4,Percent,0.1%-0.1%,0.1,0.1,0,0
Vanilla Ice,23,4,Percent,9.2%-9.5%,9.2,9.5,0.3,0.003
Jana Kramer,23,4,Percent,10.2%-10.3%,10.2,10.3,0.1,0.001
Terra Jole,23,4,Percent,13.5%-13.6%,13.5,13.6,0.1,0.001
Maureen McCormick,23,5,Percent,4.1%-4.2%,4.1,4.2,0.1,0.001
Marilu Henner,23,5,Percent,7.3%-7.5%,7.3,7.5,0.2,0.002
Ryan Lochte,23,5,Percent,10.8%-11.0%,10.8,11,0.2,0.002
Calvin Johnson Jr.,23,5,Percent,1.2%-1.3%,1.2,1.3,0.1,0.001
Laurie Hernandez,23,5,Percent,5.6%-5.8%,5.6,5.8,0.2,0.002
Amber Rose,23,5,Percent,18.5%-18.7%,18.5,18.7,0.2,0.002
James Hinchcliffe,23,5,Percent,9.1%-9.3%,9.1,9.3,0.2,0.002
Jana Kramer,23,5,Percent,12.2%-12.4%,12.2,12.4,0.2,0.002
Terra Jole,23,5,Percent,29.2%-31.7%,29.2,31.7,2.5,0.025
Maureen McCormick,23,6,Percent,11.7%-11.8%,11.7,11.8,0.1,0.001
Marilu Henner,23,6,Percent,11.6%-11.7%,11.6,11.7,0.1,0.001
Ryan Lochte,23,6,Percent,12.4%-12.5%,12.4,12.5,0.1,0.001
Calvin Johnson Jr.,23,6,Percent,11.4%-11.5%,11.4,11.5,0.1,0.001
Laurie Hernandez,23,6,Percent,11.9%-11.9%,11.9,11.9,0,0
Amber Rose,23,6,Percent,13.2%-13.3%,13.2,13.3,0.1,0.001
James Hinchcliffe,23,6,Percent,11.7%-11.7%,11.7,11.7,0,0
Jana Kramer,23,6,Percent,12.4%-12.3%,12.3,12.4,0.1,0.001
Terra Jole,23,6,Percent,3.4%-3.5%,3.4,3.5,0.1,0.001
Maureen McCormick,23,7,Percent,4.5%-4.7%,4.5,4.7,0.2,0.002
Marilu Henner,23,7,Percent,1.6%-1.7%,1.6,1.7,0.1,0.001
Ryan Lochte,23,7,Percent,20.9%-21.2%,20.9,21.2,0.3,0.003
Calvin Johnson Jr.,23,7,Percent,8.2%-8.5%,8.2,8.5,0.3,0.003
Laurie Hernandez,23,7,Percent,10.6%-10.7%,10.6,10.7,0.1,0.001
James Hinchcliffe,23,7,Percent,13.7%-13.8%,13.7,13.8,0.1,0.001
Jana Kramer,23,7,Percent,23.2%-23.6%,23.2,23.6,0.4,0.004
Terra Jole,23,7,Percent,16.3%-16.6%,16.3,16.6,0.3,0.003
Marilu Henner,23,8,Percent,13.7%-13.7%,13.7,13.7,0,0
Ryan Lochte,23,8,Percent,17.3%-17.3%,17.3,17.3,0,0
Calvin Johnson Jr.,23,8,Percent,13.1%-13.1%,13.1,13.1,0,0
Laurie Hernandez,23,8,Percent,15.6%-15.6%,15.6,15.6,0,0
James Hinchcliffe,23,8,Percent,14.9%-14.9%,14.9,14.9,0,0
Jana Kramer,23,8,Percent,17.6%-17.6%,17.6,17.6,0,0
Terra Jole,23,8,Percent,7.8%-7.8%,7.8,7.8,0,0
Marilu Henner,23,9,Percent,11.0%-11.0%,11,11,0,0
Calvin Johnson Jr.,23,9,Percent,6.6%-6.6%,6.6,6.6,0,0
Laurie Hernandez,23,9,Percent,22.9%-22.9%,22.9,22.9,0,0
James Hinchcliffe,23,9,Percent,9.2%-9.2%,9.2,9.2,0,0
Jana Kramer,23,9,Percent,32.7%-32.7%,32.7,32.7,0,0
Terra Jole,23,9,Percent,17.5%-17.6%,17.5,17.6,0.1,0.001
Calvin Johnson Jr.,23,10,Percent,15.5%-15.5%,15.5,15.5,0,0
Laurie Hernandez,23,10,Percent,20.5%-20.5%,20.5,20.5,0,0
James Hinchcliffe,23,10,Percent,18.6%-18.6%,18.6,18.6,0,0
Jana Kramer,23,10,Percent,22.2%-22.2%,22.2,22.2,0,0
Terra Jole,23,10,Percent,23.2%-23.2%,23.2,23.2,0,0
Calvin Johnson Jr.,23,11,Percent,7.6%-8.1%,7.6,8.1,0.5,0.005
Laurie Hernandez,23,11,Percent,38.3%-38.9%,38.3,38.9,0.6,0.006
James Hinchcliffe,23,11,Percent,28.8%-29.0%,28.8,29,0.2,0.002
Jana Kramer,23,11,Percent,24.7%-24.8%,24.7,24.8,0.1,0.001
